InventoryID,Glottocode,ISO6393,GlottologName,PhoibleName,SpecificDialect,Source,family_id,level,status,latitude,longitude,country_ids,macroarea,Uvulars,Marginal_Uvular,Ejectives,Marginal_Ejective
414,east2516,kjs,East Kewa,KEWA,NA,upsid,nucl1709,language,safe,-6.32989,143.931,PG,Papunesia,NA,NA,NA,NA
415,teke1280,kkw,Teke-Kukuya,TEKE,NA,upsid,atla1278,language,safe,-2.27122,14.4407,CG GA,Africa,NA,NA,NA,NA
416,klam1254,kla,Klamath-Modoc,KLAMATH,NA,upsid,,language,extinct,42.5861,-121.704,US,North America,3,NA,5,NA
417,klao1243,klu,Klao,KLAO,NA,upsid,atla1278,language,safe,6.87233,-10.9214,LR SL,NA,NA,NA,NA,NA
418,kwom1262,kmo,Kwoma,KWOMA,NA,upsid,sepi1257,language,definitely endangered,-4.08721,142.664,PG,Papunesia,NA,NA,NA,NA
419,nort2641,kmr,Northern Kurdish,KURDISH,NA,upsid,indo1319,language,safe,37,43,AM AZ IQ IR JO KW SY TM TR,Eurasia,1,NA,NA,NA
420,dera1248,kna,Dera (Nigeria),KANAKURU,NA,upsid,afro1255,language,safe,10.072,12.0256,NG,Africa,NA,NA,NA,NA
421,cent2050,knc,Central Kanuri,KANURI,NA,upsid,saha1256,language,safe,11.8863,16.3918,CM NE NG SD TD,NA,NA,NA,NA,NA
422,konk1267,knn,Maharashtrian Konkani,KONKANI,NA,upsid,indo1319,language,safe,19.2414,73.9166,IN,Eurasia,NA,NA,NA,NA
423,kore1280,kor,Korean,KOREAN,NA,upsid,kore1284,language,safe,37.5,128,CN KP KR RU,Eurasia,NA,NA,NA,NA
424,kpan1246,kpk,Kpan,KPAN,NA,upsid,atla1278,language,vulnerable,7.58343,10.1642,NG,Africa,NA,NA,NA,NA
425,koho1244,kpm,Koho,SRE,NA,upsid,aust1305,language,safe,11.6444,108.057,VN,Eurasia,NA,NA,NA,NA
426,komi1268,kpv,Komi-Zyrian,KOMI,NA,upsid,ural1272,language,critically endangered,64.0527,54.946,RU,Eurasia,NA,NA,NA,NA
427,kory1246,kpy,Koryak,KORYAK,NA,upsid,chuk1271,language,definitely endangered,63.8977,166.695,RU,Eurasia,1,NA,NA,NA
428,kups1238,kpz,Kupsabiny,SEBEI,NA,upsid,nilo1247,language,safe,1.33197,34.5991,KE UG,Africa,NA,NA,NA,NA
429,kuru1302,kru,Kurukh,KURUKH,NA,upsid,drav1251,language,vulnerable,24.4644,86.4657,BD BT IN,Eurasia,1,NA,NA,NA
430,sgaw1245,ksw,S'gaw Karen,KAREN,NA,upsid,sino1245,language,safe,17.9872,97.7126,MM TH,Eurasia,NA,NA,NA,NA
431,kalk1246,ktg,Kalkutung,KALKATUNGU,NA,upsid,pama1250,language,extinct,-21,139.5,AU,Australia,NA,NA,NA,NA
432,juho1239,ktz,South-Eastern Ju,!XU,NA,upsid,kxaa1236,language,vulnerable,-19.688,20.7673,BW NA,Africa,NA,NA,9,NA
433,kuna1268,kun,Kunama,KUNAMA,NA,upsid,,language,safe,14.5879,37.5292,ER ET SD,Africa,NA,NA,NA,NA
434,kuni1267,kup,Kunimaipa,KUNIMAIPA,NA,upsid,goil1242,language,safe,-8.09371,146.908,PG,Papunesia,1,NA,NA,NA
435,bord1248,kvn,Border Kuna,CUNA,NA,upsid,chib1249,language,vulnerable,7.92993,-77.1664,CO PA,South America,NA,NA,NA,NA
436,kwai1243,kwd,Kwaio,KWAIO,NA,upsid,aust1307,language,safe,-8.93744,160.965,SB,Papunesia,NA,NA,NA,NA
437,kwak1269,kwk,Kwak'wala,KWAKW'ALA,NA,upsid,waka1280,language,definitely endangered,50.9269,-127.308,CA US,North America,8,NA,8,NA
438,karo1304,kyh,Karok,KAROK,NA,upsid,,language,critically endangered,41.8228,-123.315,US,North America,NA,NA,NA,NA
439,lakk1238,lbc,Lakkia,LAKKIA,NA,upsid,taik1256,language,definitely endangered,24.1169,110.106,CN,Eurasia,NA,NA,NA,NA
440,lakk1252,lbe,Lak,LAK,NA,upsid,nakh1245,language,vulnerable,42.1328,47.0809,AZ GE KZ RU UA,Eurasia,12,NA,10,NA
441,lele1264,lef,Lelemi,LELEMI,NA,upsid,atla1278,language,safe,7.34549,0.50746,GH TG,Africa,NA,NA,NA,NA
442,lugb1240,lgg,Lugbara,LUGBARA,NA,upsid,cent2225,language,safe,3.02245,30.8642,CD UG,Africa,NA,NA,NA,NA
443,lahu1253,lhu,Lahu,LAHU,NA,upsid,sino1245,language,safe,21.2701,100.214,CN LA MM TH VN,Eurasia,2,NA,NA,NA
444,lith1251,lit,Lithuanian,LITHUANIAN,NA,upsid,indo1319,language,safe,55.1429,23.9601,BY LT LV PL RU,Eurasia,NA,NA,NA,NA
445,lako1247,lkt,Lakota,DAKOTA,NA,upsid,siou1252,language,definitely endangered,46.3699,-103.95,CA US,North America,NA,NA,7,NA
446,peve1243,lme,Peve,LAME,NA,upsid,afro1255,language,safe,9.16111,14.441,CM TD,Africa,NA,NA,NA,NA
447,luis1253,lui,Luiseno,LUISENO,NA,upsid,utoa1244,language,extinct,33.3184,-116.939,US,North America,2,NA,NA,NA
448,luok1236,luo,Luo (Kenya and Tanzania),LUO,NA,upsid,nilo1247,language,safe,-0.93296,34.4896,KE TZ,Africa,NA,NA,NA,NA
449,sout2965,slh,Southern Puget Sound Salish,LUSHOOTSEED,NA,upsid,sali1255,language,definitely endangered,47.263,-122.141,US,North America,6,NA,9,NA
450,chiq1250,maq,Chiquihuitlán Mazatec,MAZATEC,NA,upsid,otom1299,language,definitely endangered,18.0541,-96.6659,MX,North America,NA,NA,NA,NA
451,masa1300,mas,Masai,MAASAI,NA,upsid,nilo1247,language,extinct,-3.1419,36.4573,KE TZ,Africa,NA,NA,NA,NA
452,cent2144,maz,Central Mazahua,MAZAHUA,NA,upsid,otom1299,language,definitely endangered,19.7357,-100.018,MX,North America,NA,NA,6,NA
453,maxa1247,mbl,Maxakalí,MAXAKALI,NA,upsid,nucl1710,language,definitely endangered,-16.9402,-40.7891,BR,South America,NA,NA,NA,NA
454,came1252,mcu,Donga Mambila,MAMBILA,NA,upsid,atla1278,language,definitely endangered,6.43829,11.41953,CM NG,Africa,NA,NA,NA,NA
455,mbum1254,mdd,Mbum,MBUM,NA,upsid,atla1278,language,safe,7.5789,14.2722,CF CM,Africa,NA,NA,NA,NA
456,maba1277,mde,Maba (Chad),MABA,NA,upsid,maba1274,language,safe,12.89147,20.8889,TD,Africa,NA,NA,NA,NA
457,dizi1235,mdx,Dizin,DIZI,NA,upsid,dizo1235,language,safe,6.1405,35.5763,ET,Africa,NA,NA,4,NA
458,mbaa1245,mfc,Mba,MBA-NE,NA,upsid,atla1278,language,safe,1.06885,25.143,CD,Africa,NA,NA,NA,NA
459,mogh1245,mhj,Mogholi,MOGHOL,NA,upsid,mong1329,language,extinct,34.2504,62.2802,AF,Eurasia,2,NA,NA,NA
460,east2328,mhr,Eastern Mari,MARI,NA,upsid,ural1272,language,vulnerable,55.8307,48.405,KZ RU,Eurasia,NA,NA,NA,NA
461,sanm1295,mig,San Miguel El Grande Mixtec,MIXTEC,NA,upsid,otom1299,language,vulnerable,17.0777,-97.5432,MX,NA,NA,NA,NA,NA
462,tuuu1240,mjg,Tu,MONGUOR,NA,upsid,mong1329,language,vulnerable,36.8177,102.117,CN,Eurasia,2,NA,NA,NA
463,manc1252,mnc,Manchu,MANCHU,NA,upsid,tung1282,language,critically endangered,47.3122,126.557,CN RU,Eurasia,NA,NA,NA,NA
464,morb1239,moq,Mor (Bomberai Peninsula),MOR,NA,upsid,,language,severely endangered,-2.85747,132.845,ID,Papunesia,NA,NA,NA,NA
465,moro1285,mor,Moro,MORO,NA,upsid,heib1242,language,vulnerable,10.9194,30.2138,SD,Africa,NA,NA,NA,NA
466,mull1237,mpb,Mullukmulluk,MALAKMALAK,NA,upsid,nort1547,language,critically endangered,-13.2973,130.615,AU,NA,NA,NA,NA,NA
467,maun1240,mph,Mawng,MAUNG,NA,upsid,iwai1246,language,vulnerable,-11.8393,133.185,AU,NA,NA,NA,NA,NA
468,dadi1250,mps,Dadibi,DADIBI,NA,upsid,tebe1251,language,safe,-6.65765,144.511,PG,Papunesia,NA,NA,NA,NA
469,west2600,mqs,West Makian,WEST MAKIAN,NA,upsid,nort2923,language,vulnerable,0.45332,127.63,ID,Papunesia,NA,NA,NA,NA
470,marg1265,mrt,Marghi Central,MARGI,NA,upsid,afro1255,language,safe,10.93854,13.0521,NG,Africa,NA,NA,NA,NA
471,mara1404,mrw,Maranao,MARANAO,NA,upsid,aust1307,language,safe,7.79414,124.175,PH,Papunesia,NA,NA,NA,NA
472,toto1305,mto,Totontepec Mixe,MIXE,NA,upsid,mixe1284,language,definitely endangered,17.2157,-96.0179,MX,North America,NA,NA,NA,NA
473,murs1242,muz,Mursi,MURSI,NA,upsid,surm1244,language,definitely endangered,5.69801,36.0971,ET,Africa,NA,NA,NA,NA
474,murr1258,mwf,Murriny Patha,MURINHPATHA,NA,upsid,sout2772,language,definitely endangered,-14.74852,129.70152,AU,Australia,NA,NA,NA,NA
475,kala1377,mwp,Kala Lagaw Ya,KALA LAGAW YA,NA,upsid,pama1250,language,definitely endangered,-10.6748,142.196,AU,Australia,NA,NA,NA,NA
476,nucl1310,mya,Burmese,BURMESE,NA,upsid,sino1245,language,definitely endangered,20.7926,93.9665,BD MM TH,Eurasia,NA,NA,NA,NA
477,pira1253,myp,Pirahã,PIRAHA,NA,upsid,,language,vulnerable,-6.77713,-61.8167,BR,South America,NA,NA,NA,NA
478,nucl1240,mzm,Mumuye,MUMUYE,NA,upsid,atla1278,language,safe,8.90347,11.71545,NG,Africa,NA,NA,NA,NA
479,movi1243,mzp,Movima,MOVIMA,NA,upsid,,language,definitely endangered,-13.8115,-65.6348,BO,South America,NA,NA,NA,NA
480,sout2994,nab,Southern Nambikuára,SOUTHERN NAMBIQUARA,NA,upsid,namb1299,language,definitely endangered,-14.3707,-59.5187,BR,South America,NA,NA,4,NA
481,minn1241,nan,Min Nan Chinese,XIAMEN,NA,upsid,sino1245,language,safe,24.5,118.17,CN TW,Eurasia,NA,NA,NA,NA
482,nama1264,naq,Nama (Namibia),NAMA,NA,upsid,khoe1240,language,vulnerable,-25.0747,17.9767,BW NA ZA,Africa,NA,NA,NA,NA
483,naas1242,nas,Naasioi,NASIOI,NA,upsid,sout2948,language,safe,-6.46022,155.632,PG,Papunesia,NA,NA,NA,NA
484,nava1243,nav,Navajo,NAVAJO,NA,upsid,atha1245,language,safe,36.2106,-110.082,US,North America,NA,NA,5,NA
485,naxi1245,nxq,Naxi,NAXI,NA,upsid,sino1245,language,safe,27.5,100,CN,Eurasia,1,NA,NA,NA
486,nort2957,ncj,Northern Puebla Nahuatl,NAHUATL,NA,upsid,utoa1244,language,safe,20.1356,-97.9814,MX,North America,NA,NA,NA,NA
487,ndut1239,ndv,Ndut,NDUT,NA,upsid,atla1278,language,vulnerable,14.925,-16.9811,SN,Africa,NA,NA,NA,NA
488,nepa1254,npi,Nepali,NEPALI,NA,upsid,indo1319,language,safe,28,85,NP,Eurasia,NA,NA,NA,NA
489,newa1246,new,Kathmandu Valley Newari,NEWARI,NA,upsid,sino1245,language,definitely endangered,27.2614,84.9577,IN NP,Eurasia,NA,NA,NA,NA
490,nezp1238,nez,Nez Perce,NEZ PERCE,NA,upsid,saha1239,language,critically endangered,46.3073,-116.408,US,North America,2,NA,5,NA
491,ngiz1242,ngi,Ngizim,NGIZIM,NA,upsid,afro1255,language,vulnerable,12.1051,11.0178,NG,Africa,NA,NA,NA,NA
492,noon1243,nhu,Noone,NONI,NA,upsid,atla1278,language,safe,6.37256,10.5707,CM,Africa,NA,NA,NA,NA
493,niel1243,nie,Niellim,LUA,NA,upsid,atla1278,language,definitely endangered,9.70362,17.81346,TD,Africa,NA,NA,NA,NA
494,ngan1291,nio,Nganasan,NGANASAN,NA,upsid,ural1272,language,severely endangered,73.1354,86.2106,RU,Eurasia,NA,NA,NA,NA
495,nucl1633,nir,Nimboran,NIMBORAN,NA,upsid,nimb1257,language,severely endangered,-2.5803,140.179,ID,Papunesia,NA,NA,NA,NA
496,gily1242,niv,Nivkh,NIVKH,NA,upsid,,language,severely endangered,52.59,140.681,RU,Eurasia,4,NA,NA,NA
497,aona1235,njo,Ao Naga,AO,NA,upsid,sino1245,language,vulnerable,26.3241,94.3824,IN,Eurasia,NA,NA,NA,NA
498,nort2952,nmu,Northeast Maidu,MAIDU,NA,upsid,maid1262,language,extinct,40.4102,-120.645,US,North America,NA,NA,4,NA
499,norw1259,nob,Norwegian Bokmål,NORWEGIAN,NA,upsid,indo1319,dialect,safe,61.112,8.886,NO,Eurasia,NA,NA,NA,NA
500,nuuc1236,nuk,Nuu-chah-nulth,TSESHAHT,NA,upsid,waka1280,language,critically endangered,49.67,-126.67,US,North America,6,4,9,1
501,nara1262,nrb,Nara,NERA,NA,upsid,,language,safe,15.3251,37.499,ER,Africa,NA,NA,NA,NA
502,nung1283,nut,Nung (Viet Nam),LUNGCHOW,NA,upsid,taik1256,language,safe,20.8965,104.286,CN LA VN,Eurasia,NA,NA,NA,NA
503,nung1290,nuy,Wubuy,NUNGGUBUYU,NA,upsid,gunw1250,language,definitely endangered,-14.2623,135.753,AU,Australia,NA,NA,NA,NA
504,amas1236,nyi,Ama (Sudan),NYIMANG,NA,upsid,nyim1244,language,safe,12.0993,29.4332,SD,Africa,NA,NA,NA,NA
505,nyan1313,nyp,Nyang'i,NYANGI,NA,upsid,kuli1252,language,critically endangered,3.4997,33.73651,UG,Africa,NA,NA,NA,NA
506,ocai1244,oca,Ocaina,OCAINA,NA,upsid,huit1251,language,critically endangered,-2.159,-72.1422,CO PE,South America,NA,NA,NA,NA
507,ogbi1239,ogb,Ogbia,OGBIA,NA,upsid,atla1278,language,safe,4.75352,6.34034,NG,Africa,NA,NA,NA,NA
508,east2542,ojg,Eastern Ojibwa,OJIBWA,NA,upsid,algi1248,language,definitely endangered,45.0112,-79.7503,CA,North America,NA,NA,NA,NA
509,toho1245,ood,Tohono O'odham,PAPAGO,NA,upsid,utoa1244,language,vulnerable,31.7973,-111.995,MX US,North America,NA,NA,NA,NA
510,ormu1247,oru,Ormuri,ORMURI,NA,upsid,indo1319,language,definitely endangered,32.6819,69.3444,AF PK,Eurasia,2,NA,NA,NA
511,paco1243,pac,Pacoh,PACOH,NA,upsid,aust1305,language,vulnerable,16.3353,107.094,LA VN,Eurasia,NA,NA,NA,NA
512,pech1241,pay,Pech,PAYA,NA,upsid,chib1249,language,definitely endangered,15.8033,-85.558,HN,North America,NA,NA,NA,NA
513,paez1247,pbb,Páez,PAEZ,NA,upsid,,language,vulnerable,2.61516,-76.3125,CO,South America,NA,NA,NA,NA
514,enap1235,pbh,Panare,PANARE,NA,upsid,cari1283,language,vulnerable,6.95035,-65.8483,VE,South America,NA,NA,NA,NA
515,bouy1240,pcc,Bouyei,YAY,NA,upsid,taik1256,language,safe,24.8484,106.187,CN VN,Eurasia,NA,NA,NA,NA
516,west2369,pes,Western Farsi,FARSI,NA,upsid,indo1319,language,safe,28.659300000000002,55.1586,AF AZ IQ IR TM TR,NA,2,NA,NA,NA
517,plat1254,plt,Plateau Malagasy,MALAGASY,NA,upsid,aust1307,language,safe,-19.5907,47.1211,MG,Africa,NA,NA,NA,NA
518,sout2982,pom,Southeastern Pomo,POMO,NA,upsid,pomo1273,language,extinct,38.9354,-122.599,US,North America,3,NA,6,NA
519,pohn1238,pon,Pohnpeian,POHNPEIAN,NA,upsid,aust1307,language,safe,6.87212,158.223,FM,Papunesia,NA,NA,NA,NA
520,para1301,prk,South Wa,PARAUK,NA,upsid,aust1305,language,severely endangered,22.8658,99.375,CN MM,Eurasia,NA,NA,NA,NA
521,cent1973,pst,Central Pashto,PASHTO,NA,upsid,indo1319,language,safe,31.9153,69.4529,AF PK,Eurasia,2,NA,NA,NA
522,paiw1248,pwn,Paiwan,PAIWAN,NA,upsid,aust1307,language,vulnerable,22.3271,120.806,TW,Papunesia,1,NA,NA,NA
523,pwon1235,pww,Pwo Northern Karen,PHLONG,NA,upsid,sino1245,language,safe,18.016,98.2709,MM TH,Eurasia,NA,NA,NA,NA
524,sout2991,quh,South Bolivian Quechua,QUECHUA,NA,upsid,quec1387,language,safe,-20.9201,-66.3331,AR BO CL,South America,3,NA,5,NA
525,quil1240,qui,Quileute,QUILEUTE,NA,upsid,chim1311,language,extinct,47.9106,-124.603,US,North America,6,NA,9,NA
526,resi1247,rgr,Resígaro,RESIGARO,NA,upsid,araw1281,language,critically endangered,-2.48139,-71.3578,CO PE,South America,NA,NA,NA,NA
527,roma1327,ron,Romanian,ROMANIAN,NA,upsid,indo1319,language,safe,46.3913,24.2256,BG HU MD RO RS UA,Eurasia,NA,NA,NA,NA
528,roto1249,roo,Rotokas,ROTOKAS,NA,upsid,nort2933,language,safe,-5.94339,155.154,PG,Papunesia,NA,NA,NA,NA
529,waim1251,rro,Waima,RORO,NA,upsid,aust1307,language,safe,-8.67145,146.544,PG,Papunesia,NA,NA,NA,NA
530,russ1263,rus,Russian,RUSSIAN,NA,upsid,indo1319,language,critically endangered,59,50,BY CN EE FI GE KG KP KZ LT LV MD MN NO PL RO RU TM UA UZ,Eurasia,NA,NA,NA,NA
531,rutu1240,rut,Rutul,RUTUL,NA,upsid,nakh1245,language,vulnerable,41.6187,47.3244,AZ RU,Eurasia,20,NA,12,2
532,sand1273,sad,Sandawe,SANDAWE,NA,upsid,,language,vulnerable,-5.26918,35.4808,TZ,Africa,NA,NA,5,NA
533,sang1328,sag,Sango,SANGO,NA,upsid,atla1278,language,safe,6.78584,20.1702,CD CF CG TD,Africa,NA,NA,NA,NA
534,yaku1245,sah,Sakha,YAKUT,NA,upsid,turk1311,language,vulnerable,61.6974,133.98,RU,Eurasia,NA,NA,NA,NA
535,seda1262,sed,Sedang,SEDANG,NA,upsid,aust1305,language,safe,14.7793,108.027,LA VN,Eurasia,NA,NA,NA,NA
536,sene1264,see,Seneca,SENECA,NA,upsid,iroq1247,language,critically endangered,42.56,-77.53,CA US,North America,NA,NA,NA,NA
537,ceba1235,sef,Cebaara Senoufo,SENADI,NA,upsid,atla1278,language,safe,9.50768,-6.15264,BF CI ML,Africa,NA,NA,NA,NA
538,selk1253,sel,Selkup,SELKUP,NA,upsid,ural1272,language,definitely endangered,59.9409,82.3004,RU,Eurasia,1,NA,NA,NA
539,koyr1242,ses,Koyraboro Senni Songhai,SONGHAI,NA,upsid,song1307,language,safe,16.9634,-0.55187,ML NE,Africa,NA,NA,NA,NA
540,nucl1632,set,Sentani,SENTANI,NA,upsid,sent1261,language,safe,-2.6013,140.512,ID,Papunesia,NA,NA,NA,NA
541,xiri1243,xir,Xiriâna,SHIRIANA,NA,upsid,araw1281,language,extinct,2.69932,-62.5413,BR,South America,NA,NA,NA,NA
542,tach1250,shi,Tachelhit,SHILHA,NA,upsid,afro1255,language,safe,29.7854,-7.77879,DZ MA,Africa,NA,NA,NA,NA
543,shus1248,shs,Shuswap,SHUSWAP,NA,upsid,sali1255,language,definitely endangered,50.8734,-119.667,CA,North America,9,NA,NA,NA
544,shas1239,sht,Shasta,SHASTA,NA,upsid,shas1238,language,extinct,41.7587,-122.738,US,North America,NA,NA,4,NA
545,sinh1246,sin,Sinhala,SINHALESE,NA,upsid,indo1319,language,safe,8,81,LK,Eurasia,NA,NA,NA,NA
546,epen1239,sja,Epena,EPENA PEDEE,NA,upsid,choc1280,language,vulnerable,4.25877,-77.3566,CO EC PA,South America,NA,NA,NA,NA
547,sout2985,skd,Southern Sierra Miwok,SIERRA MIWOK,NA,upsid,miwo1274,language,critically endangered,38.2363,-120.507,US,North America,NA,NA,NA,NA
548,sali1298,slc,Sáliba,SALIBA,NA,upsid,jodi1234,language,critically endangered,5.30115,-69.3843,CO VE,South America,NA,NA,NA,NA
549,sout2674,sma,South Saami,SAAMI,NA,upsid,ural1272,language,definitely endangered,62.8801,13.7006,NO SE,Eurasia,NA,NA,NA,NA
550,sion1247,snn,Siona-Tetete,SIONA,NA,upsid,tuca1253,language,definitely endangered,0.31733,-76.0237,CO EC,South America,NA,NA,NA,NA
551,saba1265,snv,Sa'ban,SA'BAN,NA,upsid,aust1307,language,vulnerable,3.58723,115.664,ID MY,Papunesia,NA,NA,NA,NA
552,soma1255,som,Somali,SOMALI,NA,upsid,afro1255,language,safe,4.778704,45.152856,DJ ET KE SO,Africa,1,NA,NA,NA
553,stan1288,spa,Spanish,SPANISH,NA,upsid,indo1319,language,safe,40.4414,-1.11788,AD AR BO BR BZ CL CO CR CU DO EC ES FR GI GT GY HN HT MA MX NI PA PE PR PT PY SV US UY VE,Eurasia,NA,NA,NA,NA
554,sele1250,spl,Selepet,SELEPET,NA,upsid,nucl1709,language,safe,-6.03532,147.234,PG,Papunesia,NA,NA,NA,NA
555,soqo1240,sqt,Soqotri,SOCOTRI,NA,upsid,afro1255,language,definitely endangered,12.4892,53.9168,YE,Eurasia,NA,NA,4,1
556,siri1273,srq,Sirionó,SIRIONO,NA,upsid,tupi1275,language,critically endangered,-15.5298,-63.9688,BO,South America,NA,NA,NA,NA
557,natu1246,ntu,Natügu,NAMBAKAENGO,NA,upsid,aust1307,language,safe,-10.6771,165.835,SB,Papunesia,NA,NA,NA,NA
558,suen1241,sue,Suena,SUENA,NA,upsid,nucl1709,language,definitely endangered,-7.76339,147.534,PG,Papunesia,NA,NA,NA,NA
559,savo1255,svs,Savosavo,SAVOSAVO,NA,upsid,,language,definitely endangered,-9.12853,159.814,SB,Papunesia,NA,NA,NA,NA
560,suii1243,swi,Sui,SUI,NA,upsid,taik1256,language,safe,24.0488,106.563,CN VN,Eurasia,3,NA,NA,NA
561,east2347,taj,Eastern Tamang,TAMANG,NA,upsid,sino1245,language,vulnerable,27.3239,87.0832,IN NP,Eurasia,NA,NA,NA,NA
562,atay1247,tay,Atayal,ATAYAL,NA,upsid,aust1307,language,vulnerable,24.5209,121.388,TW,Papunesia,1,NA,NA,NA
563,aika1237,tba,Aikanã,HUARI,NA,upsid,,language,vulnerable,-12.6695,-60.5353,BR,South America,NA,NA,NA,NA
564,gaam1241,tbi,Gaam,TABI,NA,upsid,east2386,language,safe,11.4674,33.9797,SD,Africa,NA,NA,NA,NA
565,ticu1245,tca,Ticuna,TICUNA,NA,upsid,ticu1244,language,vulnerable,-3.66289,-69.8723,BR CO PE,South America,NA,NA,NA,NA
566,tulu1258,tcy,Tulu,TULU,NA,upsid,drav1251,language,vulnerable,12.8114,75.2651,IN,Eurasia,NA,NA,NA,NA
567,tehu1242,teh,Tehuelche,TEHUELCHE,NA,upsid,chon1288,language,critically endangered,-47.5796,-68.3235,AR,South America,1,NA,6,NA
568,telu1262,tel,Telugu,TELUGU,NA,upsid,drav1251,language,safe,16.4529,78.7024,IN,Eurasia,NA,NA,NA,NA
569,timn1235,tem,Timne,TEMNE,NA,upsid,atla1278,language,safe,8.90294,-12.3331,GN SL,Africa,NA,NA,NA,NA
570,nucl1339,teq,Temein,TEMEIN,NA,upsid,teme1251,language,vulnerable,11.8275,29.3898,SD,Africa,NA,NA,NA,NA
571,tetu1245,tet,Tetum,TETUN,NA,upsid,aust1307,language,safe,-9.11217,125.528,ID TL,Papunesia,NA,NA,NA,NA
572,tiga1245,tgc,Tigak,TIGAK,NA,upsid,aust1307,language,safe,-2.70951,150.893,PG,Papunesia,NA,NA,NA,NA
573,taga1270,tgl,Tagalog,TAGALOG,NA,upsid,aust1307,language,safe,14.06,121.747,PH,Papunesia,NA,NA,NA,NA
574,thai1261,tha,Thai,THAI,NA,upsid,taik1256,language,safe,14.192,100.671,KH MM TH,Eurasia,NA,NA,NA,NA
575,taha1241,thv,Tahaggart Tamahaq,TAMASHEQ,NA,upsid,afro1255,language,vulnerable,22.5908,8.73169,DZ LY ML NE,Africa,3,NA,NA,NA
576,tigr1270,tig,Tigre,TIGRE,NA,upsid,afro1255,language,safe,17.3494,38.2233,ER SD,Africa,NA,NA,4,NA
577,tiwi1244,tiw,Tiwi,TIWI,NA,upsid,,language,definitely endangered,-11.6308,130.949,AU,Australia,NA,NA,NA,NA
578,tiru1241,tiy,Tiruray,TIRURAY,NA,upsid,aust1307,language,safe,6.77321,124.127,PH,Papunesia,NA,NA,NA,NA
579,tlin1245,tli,Tlingit,TLINGIT,NA,upsid,atha1245,language,critically endangered,59.4447,-135.29,CA US,North America,10,NA,15,NA
580,talo1250,tlo,Tasomi-Tata,JOMANG,NA,upsid,narr1279,language,definitely endangered,10.6453,30.4815,SD,Africa,NA,NA,NA,NA
581,tama1331,tma,Tama (Chad),TAMA,NA,upsid,tama1329,language,safe,14.332,21.9951,SD TD,Africa,NA,NA,NA,NA
582,tamn1235,tml,Tamnim Citak,ASMAT,NA,upsid,nucl1709,language,safe,-5.57962,139.233,ID,Papunesia,NA,NA,NA,NA
583,taca1256,tna,Tacana,TACANA,NA,upsid,pano1259,language,definitely endangered,-13.39249,-68.04056,BO,South America,NA,NA,NA,NA
584,lena1238,tnl,Lenakel,LENAKEL,NA,upsid,aust1307,language,safe,-19.4763,169.261,VU,Papunesia,NA,NA,NA,NA
585,papa1238,top,Papantla Totonac,TOTONAC,NA,upsid,toto1251,language,safe,20.5671,-97.2554,MX,North America,1,NA,NA,NA
586,tamp1252,tpm,Tampulma,TAMPULMA,NA,upsid,atla1278,language,safe,9.75577,-1.35467,GH,Africa,NA,NA,NA,NA
587,acat1239,tpx,Acatepec Me'phaa,TLAPANEC,NA,upsid,otom1299,language,safe,17.1034,-99.0602,MX,North America,NA,NA,NA,NA
588,trum1247,tpy,Trumai,TRUMAI,NA,upsid,,language,critically endangered,-11.8119,-53.5717,BR,South America,NA,NA,NA,NA
589,toar1246,tqo,Toaripi,TAORIPI,NA,upsid,nucl1580,language,safe,-8.07231,146.206,PG,Papunesia,NA,NA,NA,NA
590,tonk1249,tqw,Tonkawa,TONKAWA,NA,upsid,,language,extinct,30.25,-96.75,US,North America,NA,NA,NA,NA
591,lish1246,trg,Lishán Didán,NEO-ARAMAIC,NA,upsid,afro1255,language,definitely endangered,38,47,AZ GE IL,NA,3,NA,NA,NA
592,nucl1649,tsi,Southern-Coastal Tsimshian,TSIMSHIAN,NA,upsid,tsim1258,language,critically endangered,52.59103,-128.544545,CA US,North America,4,NA,7,NA
593,tsou1248,tsu,Tsou,TSOU,NA,upsid,aust1307,language,definitely endangered,23.216,120.787,TW,Papunesia,NA,NA,NA,NA
594,pure1242,tsz,Purepecha,TARASCAN,NA,upsid,tara1323,language,definitely endangered,19.2467,-101.631,MX US,North America,NA,NA,NA,NA
595,tera1251,ttr,Tera,TERA,NA,upsid,afro1255,language,safe,11.0376,11.80953,NG,Africa,NA,NA,NA,NA
596,tuni1252,tun,Tunica,TUNICA,NA,upsid,,language,extinct,30.9888,-92.5403,US,North America,NA,NA,NA,NA
597,nucl1301,tur,Turkish,TURKISH,NA,upsid,turk1311,language,safe,39.8667,32.8667,AL AM AZ BG CY GE GR IQ IR MK SY TR,Eurasia,NA,NA,NA,NA
598,picu1248,twf,Picuris Northern Tiwa,PICURIS,NA,upsid,kiow1265,language,safe,37.083011,-105.267144,US,North America,NA,NA,4,1
599,tuvi1240,tyv,Tuvinian,TUVA,NA,upsid,turk1311,language,safe,48.436,92.6693,CN MN RU,NA,NA,NA,NA,NA
600,tzel1254,tzh,Tzeltal,TZELTAL,NA,upsid,maya1287,language,safe,16.6384,-92.2786,MX,North America,NA,NA,5,NA
601,ngar1284,ung,Ngarinyin,NGARINJIN,NA,upsid,worr1236,language,critically endangered,-16.4006,126.433,AU,Australia,NA,NA,NA,NA
